"Name","Created","State","train_size","hidden_layers","optimizer","train/loss","val/loss","flatness/train/avg_diff","denoising/train/avg_diff","flatness/val/avg_diff","denoising/val/avg_diff","seed","rho","train/epoch","denoising/train/mean_0.111","ID","Notes","User","Group","Job Type","Tags","Updated","End Time","Runtime","Sweep","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","activation","batch_size","compile_model","cpu","criterion","cuda_version","dataset_dir","device","hostname","id","input_dim","lr","max_epochs","pytorch_version","target_loss","test_size","train_set_percentage_for_flatness","weight_decay","denoising/train/mean_0.000","denoising/train/mean_0.222","denoising/train/mean_0.333","denoising/train/mean_0.444","denoising/train/mean_0.556","denoising/train/mean_0.667","denoising/train/mean_0.778","denoising/train/mean_0.889","denoising/train/mean_1.000","denoising/train/std_0.000","denoising/train/std_0.111","denoising/train/std_0.222","denoising/train/std_0.333","denoising/train/std_0.444","denoising/train/std_0.556","denoising/train/std_0.667","denoising/train/std_0.778","denoising/train/std_0.889","denoising/train/std_1.000","denoising/val/mean_0.000","denoising/val/mean_0.111","denoising/val/mean_0.222","denoising/val/mean_0.333","denoising/val/mean_0.444","denoising/val/mean_0.556","denoising/val/mean_0.667","denoising/val/mean_0.778","denoising/val/mean_0.889","denoising/val/mean_1.000","denoising/val/std_0.000","denoising/val/std_0.111","denoising/val/std_0.222","denoising/val/std_0.333","denoising/val/std_0.444","denoising/val/std_0.556","denoising/val/std_0.667","denoising/val/std_0.778","denoising/val/std_0.889","denoising/val/std_1.000","flatness/train/mean_0.000","flatness/train/mean_0.017","flatness/train/mean_0.033","flatness/train/mean_0.050","flatness/train/mean_0.067","flatness/train/mean_0.083","flatness/train/mean_0.100","flatness/train/mean_0.117","flatness/train/mean_0.133","flatness/train/mean_0.150","flatness/train/std_0.000","flatness/train/std_0.017","flatness/train/std_0.033","flatness/train/std_0.050","flatness/train/std_0.067","flatness/train/std_0.083","flatness/train/std_0.100","flatness/train/std_0.117","flatness/train/std_0.133","flatness/train/std_0.150","flatness/val/mean_0.000","flatness/val/mean_0.017","flatness/val/mean_0.033","flatness/val/mean_0.050","flatness/val/mean_0.067","flatness/val/mean_0.083","flatness/val/mean_0.100","flatness/val/mean_0.117","flatness/val/mean_0.133","flatness/val/mean_0.150","flatness/val/std_0.000","flatness/val/std_0.017","flatness/val/std_0.033","flatness/val/std_0.050","flatness/val/std_0.067","flatness/val/std_0.083","flatness/val/std_0.100","flatness/val/std_0.117","flatness/val/std_0.133","flatness/val/std_0.150","train/bias_norm","train/denoising_avg_diff","train/flatness_avg_diff","train/weight_norm","val/denoising_avg_diff","val/epoch","val/flatness_avg_diff"
"thriving-laughter-266","2024-02-21T07:10:05.000Z","finished","16384","[784,784,15]","SAM","0.04262376576662064","0.05389975570142269","0.002170616243965917","0.00802367837168276","0.0019562126323580814","0.007253716451426348","8","0.1","62","0.04362650106971463","9i468lvp","-","mattia-scardecchia","","","","2024-02-21T07:14:19.000Z","2024-02-21T07:14:19.000Z","254","","gnode02","","851ecd25e5397417dcf5d13e8443cbab2b159ab9","https://github.com/MattiaSC01/HM/tree/851ecd25e5397417dcf5d13e8443cbab2b159ab9","1","NVIDIA A100 80GB PCIe","ReLU","64","true","x86_64","MSELoss","12.1","data/MNIST","cuda","gnode02","mnist-train","784","0.0005","62","2.2.0","0","512","0.03125","0.1","0.04333462473005056","0.04442229028791189","0.04593838254610697","0.047715712959567703","0.05033183330669999","0.05348772338281075","0.05715231721599897","0.06118449786057075","0.06638914765790105","0","0.000004069235382015084","0.00011443892984437948","0.00009018814652102316","0.00022511873464705785","0.00007080199017149879","0.00020892920180453104","0.0002456663898598306","0.000636504689649108","0.0007750888286065507","0.05389975570142269","0.05412184105565151","0.05496971340229114","0.056240700806180634","0.05793675656119982","0.06004099423686663","0.06284609281768401","0.06647796463221312","0.07057368755340576","0.07442721476157506","0","0.000039550017287179527","0.000049264402424235985","0.00007643963003081631","0.0001749341822725501","0.00019282089221662788","0.0002165891844772513","0.0003117710068821133","0.00043160385966289753","0.0001242865240534484","0.04333462473005056","0.04340469487942755","0.04362643649801612","0.04404432801529765","0.04453028989955783","0.0452427492942661","0.04602824351750314","0.047042144415900114","0.048055078089237216","0.04974382040090859","0","0.000029552407796071296","0.00005762007858153778","0.0001009966927117412","0.00013097977952834545","0.00018132625878271625","0.0002020145968013193","0.00017284207786064215","0.00032792835254557147","0.0003319281475913948","0.05389975570142269","0.053952937759459016","0.05421138145029545","0.05447850842028856","0.05499440999701619","0.055679743830114606","0.05629093311727047","0.0569206053391099","0.05838593477383256","0.059745472948998214","0","0.00005256742996539266","0.00015363842699563456","0.00016366196008512789","0.00024743030101510773","0.00026313522197205435","0.0003415761960840876","0.00041001225572711767","0.00035829349615563733","0.0005467333627120202","0.0038114150520414114","0.00802367837168276","0.002170616243965917","0.00006202347867656499","0.007253716451426348","62","0.0019562126323580814"
"glistening-peony-265","2024-02-21T07:07:09.000Z","finished","4096","[784,15]","SAM","0.05100118741393089","0.07050392776727676","0.00452445323113352","0.013150264105449117","0.003835840821266173","0.011585043619076404","9","0.15","250","0.049679855505625405","cs1su20v","-","mattia-scardecchia","","","","2024-02-21T07:10:44.000Z","2024-02-21T07:10:44.000Z","215","","gnode02","","851ecd25e5397417dcf5d13e8443cbab2b159ab9","https://github.com/MattiaSC01/HM/tree/851ecd25e5397417dcf5d13e8443cbab2b159ab9","1","NVIDIA A100 80GB PCIe","ReLU","64","true","x86_64","MSELoss","12.1","data/MNIST","cuda","gnode02","mnist-train","784","0.001","250","2.2.0","0","512","0.125","0.1","0.04926073318347335","0.050911069847643375","0.053062318824231625","0.056239921133965254","0.06014000748594602","0.06533466620991628","0.07145609551419814","0.0791653199121356","0.08885998527208964","0","0.00005192563463955953","0.00015480794500121812","0.0003426900441776016","0.0002598965419007769","0.00009681469535589736","0.00040216683863975055","0.0011087607057755377","0.0005846375369316996","0.0012301073618580154","0.07050392776727676","0.07084017433226109","0.07184676826000214","0.07380511797964573","0.0761750681946675","0.07970617152750492","0.08440482802689075","0.09020157468815644","0.0972324162721634","0.10617366681496304","0","0.0000914095972968072","0.00011586880756878036","0.0002095963647879206","0.00033552742408226655","0.00009360210832784454","0.00018629107510363536","0.0008908784088807869","0.0002926753657367737","0.001181718669465332","0.04926073318347335","0.049415033776313066","0.04988376502878964","0.05066060242243111","0.051941611198708416","0.05325304213911295","0.05491195502690971","0.05701670590788126","0.059394241264089945","0.062114174198359254","0","0.00005192339884945073","0.00007683047922927562","0.00023025626525703555","0.0002230442484906409","0.0003326087748640984","0.0002902935048199241","0.00047662986098527326","0.0004762187260739315","0.0006753096463265215","0.07050392776727676","0.07062870729714632","0.07103977333754301","0.07156803775578738","0.07266877740621566","0.07409403212368489","0.07541463002562523","0.07690651305019855","0.07905320897698402","0.08152007814496756","0","0.00003617331071799784","0.0001145819639607824","0.00011603776794488684","0.00014644118659521332","0.00024372909675350629","0.0001849573011454281","0.0004954057023961697","0.0003973759388351803","0.0006728641121262776","0.007301546633243561","0.013150264105449117","0.00452445323113352","0.00006503357872134075","0.011585043619076404","250","0.003835840821266173"
"vibrant-fuse-264","2024-02-21T07:05:58.000Z","finished","16384","[784,784,15]","AdamW","0.041118230670690536","0.0528506375849247","0.0043785549560561784","0.013956514171635112","0.004074033861979839","0.012431571912020448","8","","62","0.043000019465883575","fhb7waa0","-","mattia-scardecchia","","","","2024-02-21T07:10:02.000Z","2024-02-21T07:10:02.000Z","244","","gnode02","","851ecd25e5397417dcf5d13e8443cbab2b159ab9","https://github.com/MattiaSC01/HM/tree/851ecd25e5397417dcf5d13e8443cbab2b159ab9","1","NVIDIA A100 80GB PCIe","ReLU","64","true","x86_64","MSELoss","12.1","data/MNIST","cuda","gnode02","mnist-train","784","0.0005","62","2.2.0","0","512","0.03125","0.1","0.04247808316722512","0.04445362618813912","0.04708146040017406","0.05042163406809171","0.05472001681725184","0.06063872296363115","0.06666592555120587","0.07324010940889518","0.0816463753581047","0","0.00001867946612156795","0.000049885652590307654","0.00010626486109583996","0.00019927987946490397","0.00020138427444361983","0.0003800553866177497","0.0003907566901504892","0.0006343775224295974","0.0006437384520027562","0.0528506375849247","0.05329103457430998","0.05457274025926987","0.05683487498511871","0.05969624531765779","0.06367411805937688","0.06835055723786354","0.07401050999760628","0.08146949236591657","0.08807188458740711","0","0.00004368051741377773","0.000054332280359372546","0.00004490999373308983","0.00014324385200944762","0.0004778439666181379","0.0004344977882587665","0.0004059214356068524","0.0005829693080671589","0.001044113494178789","0.04247808316722512","0.042620210582390426","0.043032414931803945","0.043891122285276654","0.044982594810426234","0.04621944506652653","0.04782859771512449","0.0500806825235486","0.05239280080422759","0.05504042934626341","0","0.00007091511555425889","0.00013550537126242788","0.0002132622192738105","0.00016448088300367408","0.00037352960336457737","0.0004247046745437269","0.0006910910107487525","0.000801130903230415","0.0008659581624872433","0.0528506375849247","0.05304554486647248","0.05340644801035523","0.054142451472580434","0.05516777876764536","0.05646452372893691","0.05800429414957762","0.059787125699222086","0.06190888024866581","0.06446902994066477","0","0.00006087675489272285","0.000159148834767641","0.00022712401255721768","0.0003718061728454997","0.0003590052973219927","0.000498753081569993","0.0004709865424805483","0.0006432093491976478","0.0008352336030358071","0.001752122538164258","0.013956514171635112","0.0043785549560561784","0.00005953856452833861","0.012431571912020448","62","0.004074033861979839"
"golden-wonton-263","2024-02-21T07:03:38.000Z","finished","4096","[784,15]","AdamW","0.045023757964372635","0.07184180989861488","0.008609973662532869","0.017461821483448145","0.007291981466114525","0.01449401589731375","9","","250","0.04594746030246218","01l8ylq9","-","mattia-scardecchia","","","","2024-02-21T07:07:07.000Z","2024-02-21T07:07:07.000Z","209","","gnode02","","851ecd25e5397417dcf5d13e8443cbab2b159ab9","https://github.com/MattiaSC01/HM/tree/851ecd25e5397417dcf5d13e8443cbab2b159ab9","1","NVIDIA A100 80GB PCIe","ReLU","64","true","x86_64","MSELoss","12.1","data/MNIST","cuda","gnode02","mnist-train","784","0.001","250","2.2.0","0","512","0.125","0.1","0.045363986399024725","0.04780663611988226","0.051016529401143394","0.05512628409390648","0.06025457211459676","0.06705168991660078","0.07489263980338971","0.08459446672350168","0.09620381395022076","0","0.00004547182567920557","0.00015566854847150896","0.0002861993734483107","0.0001050888673237558","0.00023101054909884617","0.00016315045988149615","0.00020021061258457395","0.0010081042722708856","0.000771556282434125","0.07184180989861488","0.07229591471453507","0.07382604479789734","0.07607780024409294","0.07946373149752617","0.08422114203373592","0.08976245671510696","0.09674247664709884","0.1047338464607795","0.11439303494989872","0","0.00005282507438520289","0.00020181415018557128","0.00025480614501284277","0.0006041577291636752","0.0002291161962553626","0.0005642504804902884","0.0006485966582771464","0.0012329082093154606","0.0009096187389375216","0.045363986399024725","0.04565686844289303","0.046492045558989045","0.04807201125659048","0.05011549270711839","0.05287726097740233","0.05671820249408484","0.060132149048149584","0.06453697253018617","0.0697746112011373","0","0.00011518989853659956","0.0002351071018790516","0.0004464280837718408","0.0005632940151033472","0.0005750568712616596","0.0006677502389268105","0.0010001833553467364","0.001601244360823674","0.0012641399635548473","0.07184180989861488","0.0720933897420764","0.07280034329742194","0.07403673455119134","0.07604784648865462","0.07819827944040299","0.08093885648995638","0.0844424270093441","0.08835124466568231","0.09258698206394912","0","0.00009735161166711049","0.0001774690782278284","0.0004179843176511278","0.00028069897280975047","0.0004667983221210455","0.0008538488144145317","0.0009925704048401695","0.0009298450147855304","0.001347095360357724","0.0033967220224440098","0.017461821483448145","0.008609973662532869","0.00007023951911833137","0.01449401589731375","250","0.007291981466114525"
"golden-festival-262","2024-02-21T07:01:12.000Z","finished","8192","[784,784,15]","SAM","0.035899240523576736","0.06092661991715431","0.0021529405843466534","0.007371330090487994","0.0017203330155462077","0.006272022177775699","8","0.1","125","0.0394618675733606","v06jqfsb","-","mattia-scardecchia","","","","2024-02-21T07:05:55.000Z","2024-02-21T07:05:55.000Z","283","","gnode02","","851ecd25e5397417dcf5d13e8443cbab2b159ab9","https://github.com/MattiaSC01/HM/tree/851ecd25e5397417dcf5d13e8443cbab2b159ab9","1","NVIDIA A100 80GB PCIe","ReLU","64","true","x86_64","MSELoss","12.1","data/MNIST","cuda","gnode02","mnist-train","784","0.0005","125","2.2.0","0","512","0.0625","0.1","0.03922749776393175","0.04018882165352503","0.04150130289296309","0.04333269332225124","0.04546184573943416","0.04863553261384368","0.05193652445450425","0.0558475887713333","0.06039460375905037","0","0.00005658249762937296","0.00011036212591489008","0.0000853612367288241","0.00006951188671248322","0.00007949522799303546","0.00008269286172438614","0.0003170729673303763","0.0006595846712586998","0.00058015094659451","0.06092661991715431","0.0611330463240544","0.06175467775513729","0.06274992972612381","0.06416834269960721","0.06638515833765268","0.06873841769993305","0.07188096083700657","0.07505431957542896","0.07919494807720184","0","0.00004684450982593973","0.000048234550722016065","0.0001942169011568441","0.00013463706901625905","0.00013156397392531663","0.00012174390112451096","0.0003523479289472295","0.00003372090301483392","0.0005887465717505212","0.03922749776393175","0.039308109972625974","0.03953624940477311","0.03991775619797409","0.04039330678060651","0.04111169311217964","0.041907764179632066","0.042986917030066255","0.04416391057893634","0.045251178462058304","0","0.00003438348749606042","0.00004126020289576623","0.00009185094765731414","0.00009012533572613334","0.0001261977772523966","0.00013448578595893357","0.00016664514193817022","0.00028354231204370974","0.0003140334919193171","0.06092661991715431","0.06099359560757875","0.06115073822438717","0.06156358784064651","0.06188702648505569","0.0622926446609199","0.06312264781445265","0.06389816971495747","0.06474381145089865","0.06589068761095404","0","0.0000401713984270386","0.00007418793970828504","0.00012151021392172612","0.00016694865861530646","0.0001554734384986859","0.00024036864449017184","0.00029279019867143246","0.00027719114007231294","0.0003850430404369206","0.004130032379180193","0.007371330090487994","0.0021529405843466534","0.00006661831866949797","0.006272022177775699","125","0.0017203330155462077"
"twinkling-monkey-261","2024-02-21T06:59:14.000Z","finished","2048","[784,15]","SAM","0.03967423364520073","0.08226106688380241","0.006530206166207794","0.014600602397695188","0.005193283278495081","0.01237549589325984","9","0.15","500","0.04109427829583486","ca3v6wiv","-","mattia-scardecchia","","","","2024-02-21T07:03:36.000Z","2024-02-21T07:03:36.000Z","262","","gnode02","","851ecd25e5397417dcf5d13e8443cbab2b159ab9","https://github.com/MattiaSC01/HM/tree/851ecd25e5397417dcf5d13e8443cbab2b159ab9","1","NVIDIA A100 80GB PCIe","ReLU","64","true","x86_64","MSELoss","12.1","data/MNIST","cuda","gnode02","mnist-train","784","0.001","500","2.2.0","0","512","0.25","0.1","0.04066576436161995","0.042413521092385054","0.04494771625225743","0.04827817436307669","0.053338761596630015","0.05838159642492731","0.06610612586761515","0.07354455099751551","0.08389317834128936","0","0.00006643297439614858","0.00011049653422177544","0.00017680597974217754","0.00016232354802575924","0.00037841971351500187","0.0004211534947914763","0.000171030676814185","0.0009332521361392642","0.0008650863510527088","0.08226106688380241","0.08260623613993327","0.08380451239645481","0.08605180121958256","0.08885174058377743","0.09289388606945674","0.09762511278192204","0.1032083872705698","0.11013649838666122","0.11892638603846233","0","0.00008814781979659467","0.00004089062282819747","0.000163116993357822","0.0004812011960152842","0.00028742208740742544","0.00029293963094010857","0.00016838126885921787","0.0019129259942586485","0.00034254891746565204","0.04066576436161995","0.04089588969945908","0.04149178024381399","0.04279380477964878","0.044531704299151896","0.04637813679873944","0.048848810512572526","0.0520156804472208","0.055172519339248535","0.0591656147968024","0","0.00003413974877271686","0.00012508628918421377","0.00023346496111230355","0.00033660421023991825","0.0002736477184093426","0.0004438451291636114","0.0006018928329933703","0.0006555830219559531","0.00120309248207108","0.08226106688380241","0.08248494453728199","0.0829564357176423","0.08383725732564926","0.08509347271174192","0.08676114976406098","0.08874918352812529","0.09136786498129368","0.09380302596837282","0.09722910020500422","0","0.00009028515309305758","0.00010889618874820372","0.00024442634988714157","0.00028216598496185754","0.0005080242741529039","0.0005426439672217215","0.0008797469468281456","0.0006391284485054326","0.0009562188212539096","0.007950844243168831","0.014600602397695188","0.006530206166207794","0.00006886535265948623","0.01237549589325984","500","0.005193283278495081"
"abundant-wonton-260","2024-02-21T06:56:51.000Z","finished","8192","[784,784,15]","AdamW","0.03603460267186165","0.060163915157318115","0.005272395070642234","0.012651692920674884","0.004519125530496243","0.010374890795598418","8","","125","0.039290281323095165","5jbpeyyo","-","mattia-scardecchia","","","","2024-02-21T07:01:09.000Z","2024-02-21T07:01:09.000Z","258","","gnode02","","851ecd25e5397417dcf5d13e8443cbab2b159ab9","https://github.com/MattiaSC01/HM/tree/851ecd25e5397417dcf5d13e8443cbab2b159ab9","1","NVIDIA A100 80GB PCIe","ReLU","64","true","x86_64","MSELoss","12.1","data/MNIST","cuda","gnode02","mnist-train","784","0.0005","125","2.2.0","0","512","0.0625","0.1","0.038838460110127926","0.040585331308345","0.04292854107916355","0.04624254396185279","0.05005599310000738","0.05475456484903892","0.06059063505381346","0.06711665556455652","0.07449852395802736","0","0.000029714157391539692","0.000025775651925097507","0.00006181807947924196","0.000134897399054123","0.00011528917752350616","0.0004421545715662122","0.00043727462136543336","0.0005331001389159306","0.0004856854888353586","0.060163915157318115","0.060479954505960144","0.06164202280342579","0.06332104280591011","0.06607622529069583","0.06933627432833116","0.0734134130179882","0.07800233053664367","0.08367981451253097","0.08927306657036145","0","0.00004791550251450592","0.00007485405256533449","0.0001674923322027053","0.00023209525906545036","0.00005722406342825221","0.0004610365499907642","0.0002212654554719168","0.0007315181213466745","0.0004631480486057173","0.038838460110127926","0.038982591172680256","0.03972042524255812","0.04061408513225615","0.04192898902110755","0.04331503850407899","0.04518146072514355","0.04794848342426121","0.051109500741586086","0.05346951773390174","0","0.00013615119077385897","0.00023764751022587388","0.0002577001595837723","0.0006113004007650173","0.0004994421584812177","0.00047840967481296186","0.000980913252169604","0.0013779964601380733","0.001579861741891377","0.060163915157318115","0.06032474227249622","0.06078225476667285","0.06155941188335419","0.06266713691875339","0.06414602464064956","0.06603544866666197","0.0678429533727467","0.07012742087244987","0.07318109832704067","0","0.00009466128666699574","0.00022250141105120195","0.0002568227669241543","0.0005056536096381236","0.0004337580216141381","0.0007031452642869741","0.0008500984354009143","0.0009419877439243784","0.0012758003484071338","0.0020983172580599785","0.012651692920674884","0.005272395070642234","0.00006271000893320888","0.010374890795598418","125","0.004519125530496243"
"radiant-lantern-259","2024-02-21T06:55:26.000Z","finished","2048","[784,15]","AdamW","0.032552167773246765","0.08588401228189468","0.011502934703603383","0.01905845020276805","0.008820620235055684","0.014465032828350847","9","","500","0.03856474176670114","b3cg8uee","-","mattia-scardecchia","","","","2024-02-21T06:59:11.000Z","2024-02-21T06:59:11.000Z","225","","gnode02","","851ecd25e5397417dcf5d13e8443cbab2b159ab9","https://github.com/MattiaSC01/HM/tree/851ecd25e5397417dcf5d13e8443cbab2b159ab9","1","NVIDIA A100 80GB PCIe","ReLU","64","true","x86_64","MSELoss","12.1","data/MNIST","cuda","gnode02","mnist-train","784","0.001","500","2.2.0","0","512","0.25","0.1","0.03781398665159941","0.04061752061049143","0.04377232911065221","0.048482504673302174","0.054548935343821846","0.061780397314578295","0.07057200589527686","0.08065914362668991","0.09191280355056126","0","0.00004812962219443425","0.00007312394562258216","0.00018428178192931167","0.0003463466020620273","0.0004765060793134871","0.0003741201535752292","0.00040066798868890126","0.001437977598138463","0.000598884708765464","0.08588401228189468","0.08638848178088665","0.08778056936959426","0.0901613136132558","0.09349251662691434","0.0982270644356807","0.10397915542125702","0.11055466470619042","0.11881635586420695","0.1282063170025746","0","0.00005404784259431248","0.00019394101829999804","0.000026031925935688883","0.00030500456836757056","0.0006212642500031689","0.00025873736279021653","0.0011241570846603644","0.0005779470398365995","0.0018347255620765053","0.03781398665159941","0.03820150285027921","0.039481683168560266","0.04118535378947854","0.04453325592912734","0.04822931513190269","0.05223154001869261","0.05729857119731605","0.06363933943212033","0.07055466538295149","0","0.00020399556188683163","0.0002997135940559583","0.0003750903750716737","0.0006728499817370103","0.0006613011759251142","0.0006069812649841291","0.0014760467140028269","0.002288671128071969","0.0013165457289124349","0.08588401228189468","0.08613880798220634","0.08696449417620897","0.08846118990331889","0.09097383115440608","0.09374118316918612","0.0967112835496664","0.10114807430654764","0.10602736715227364","0.11099608149379492","0","0.00020206780912713183","0.00026019111512652144","0.0002615366241838643","0.0006683578490297145","0.0006007956700938242","0.0011361090520434218","0.001241674933785559","0.0010191767438968524","0.0015565423068935","0.0035223388113081455","0.01905845020276805","0.011502934703603383","0.00007244040898513049","0.014465032828350847","500","0.008820620235055684"
"glittering-ox-258","2024-02-21T06:52:47.000Z","finished","4096","[784,784,15]","SAM","0.032136220484972","0.07308719493448734","0.002797552435658872","0.006535016419366005","0.002026827391237024","0.005571809038519851","8","0.1","250","0.034905946968744196","xaqznq4x","-","mattia-scardecchia","","","","2024-02-21T06:56:48.000Z","2024-02-21T06:56:48.000Z","241","","gnode02","","851ecd25e5397417dcf5d13e8443cbab2b159ab9","https://github.com/MattiaSC01/HM/tree/851ecd25e5397417dcf5d13e8443cbab2b159ab9","1","NVIDIA A100 80GB PCIe","ReLU","64","true","x86_64","MSELoss","12.1","data/MNIST","cuda","gnode02","mnist-train","784","0.0005","250","2.2.0","0","512","0.125","0.1","0.03471169015392661","0.03551733400672674","0.03655679306636254","0.03785701670373479","0.0401418173375229","0.04259385292728742","0.04557927837595344","0.049799752266456686","0.0548035839262108","0","0.00003195206092044393","0.00001685998600745997","0.00013979951470991455","0.0001123544541865338","0.000028292622621179755","0.00024966408988614424","0.00006324590345481955","0.0002223610386245725","0.0007448950228766031","0.07308719493448734","0.07325501243273418","0.07378205532828967","0.07483262444535892","0.07619525554279487","0.07777147802213828","0.07998077509303887","0.08270247653126717","0.08582592817644279","0.08915723922351997","0","0.000039556959307994734","0.00004248786244380815","0.00012361601325443325","0.00017516062237327978","0.0001787041203403214","0.00027820355988159517","0.0004858147597314651","0.0007275213550081241","0.0005578487435221113","0.03471169015392661","0.034807108761742714","0.035142039554193615","0.035602370742708445","0.0361958818975836","0.037301373993977906","0.03829848575405777","0.03950593429617584","0.0410765822045505","0.04245095853693783","0","0.00005864009440324574","0.00016677162631328047","0.0002404747764349814","0.00016704848740428687","0.0002359465176643997","0.0002978158227976145","0.00039382894821494735","0.0006224143880665074","0.0007698176477263536","0.07308719493448734","0.07313826587051153","0.07340231500566005","0.07375282496213913","0.07420456763356924","0.07487474847584963","0.07559635508805514","0.0764257526025176","0.07772446293383836","0.0789337357506156","0","0.000028976448241018696","0.00007929098017541175","0.0001415457836293697","0.0002216716124335175","0.0002028975109350628","0.0002954387016085484","0.0005351583523510357","0.0003294377218392213","0.0006616639851952248","0.004565201234072447","0.006535016419366005","0.002797552435658872","0.00007086642290232703","0.005571809038519851","250","0.002026827391237024"
"chromatic-fuse-257","2024-02-21T06:50:25.000Z","finished","1024","[784,15]","SAM","0.026756012812256813","0.09912938624620438","0.0068780306330882","0.012163119049121944","0.003820269796997317","0.008532111595074346","9","0.15","1000","0.029689405967170995","yuq503wi","-","mattia-scardecchia","","","","2024-02-21T06:55:24.000Z","2024-02-21T06:55:24.000Z","299","","gnode02","","851ecd25e5397417dcf5d13e8443cbab2b159ab9","https://github.com/MattiaSC01/HM/tree/851ecd25e5397417dcf5d13e8443cbab2b159ab9","1","NVIDIA A100 80GB PCIe","ReLU","64","true","x86_64","MSELoss","12.1","data/MNIST","cuda","gnode02","mnist-train","784","0.001","1000","2.2.0","0","512","0.5","0.1","0.02933485945686698","0.03071592329069972","0.0325780767792215","0.03520151258756717","0.03940971661359072","0.043824745963017143","0.04981970398997267","0.057709495381762586","0.06669634503001969","0","0.00005563838855546438","0.00012883895233555573","0.00019300345524060264","0.00011418829823584472","0.000050675950856700314","0.0001853332401468112","0.0004608366437869253","0.0005832156008486198","0.0014402064311944808","0.09912938624620438","0.09934396793444952","0.10016353862981002","0.10104211792349815","0.10311840536693732","0.10547545552253725","0.10907623854776224","0.11414190257589024","0.11862031370401382","0.12650365196168423","0","0.00012518651621800042","0.0001387296754969882","0.00034472030874940784","0.00012882052851991276","0.0006155952473197415","0.0008829716548136872","0.0009987955569611276","0.00025138587392150614","0.0015370349223315315","0.02933485945686698","0.0295810375129804","0.0304130619391799","0.03155429936014116","0.03335248362272978","0.03533215778879821","0.03801431027241051","0.0410358339548111","0.04495607037097216","0.048554786620661615","0","0.000058863118751187176","0.00009140618896490277","0.00017067045101593005","0.00023520814595152936","0.00029457935600170967","0.0005403177042422759","0.0005396209821958445","0.0005494058508445826","0.0004295545040280748","0.09912938624620438","0.09924382120370864","0.09959357138723136","0.10035428404808044","0.1012583028525114","0.10242739934474228","0.10385679826140404","0.1059632334858179","0.10749393571168184","0.11017582789063454","0","0.0000712369770061604","0.00009135102751357163","0.00016686988564321238","0.00020168491212299783","0.0002719755088786533","0.0005307572952085412","0.0005469897090963937","0.0005877168248983644","0.0005230790961254339","0.007967909798026085","0.012163119049121944","0.0068780306330882","0.00007253271178342402","0.008532111595074346","1000","0.003820269796997317"
"beaming-monkey-256","2024-02-21T06:49:15.000Z","finished","4096","[784,784,15]","AdamW","0.03667750209569931","0.0781391579657793","0.005234537087380885","0.011663399264216424","0.004213496241718531","0.009489768184721456","8","","250","0.04213978458816806","mjzdsft1","-","mattia-scardecchia","","","","2024-02-21T06:52:45.000Z","2024-02-21T06:52:45.000Z","210","","gnode02","","851ecd25e5397417dcf5d13e8443cbab2b159ab9","https://github.com/MattiaSC01/HM/tree/851ecd25e5397417dcf5d13e8443cbab2b159ab9","1","NVIDIA A100 80GB PCIe","ReLU","64","true","x86_64","MSELoss","12.1","data/MNIST","cuda","gnode02","mnist-train","784","0.0005","250","2.2.0","0","512","0.125","0.1","0.04174988763406873","0.043314885503302016","0.0452892011962831","0.04854171862825751","0.05202235265945395","0.055957339548816286","0.062024463744213186","0.06813362737496693","0.07495960810532172","0","0.00002509832895066449","0.00008680966393759169","0.00018039619721728128","0.00035096173974642775","0.00041608706176959626","0.0004339298398826116","0.0008416625353030881","0.0002243958976992374","0.0002248324608304013","0.0781391579657793","0.07847197850545247","0.07949254289269447","0.08109709558387597","0.08317076290647189","0.08656006616850694","0.08988065148393314","0.09441736340522766","0.09997614535192648","0.1050834972411394","0","0.00007771466840823881","0.0001979585620945985","0.00009899787101004384","0.0004055661579451885","0.00017178778378961894","0.0008960543220160753","0.0003714277704721785","0.0006874615802046865","0.0007983049524175281","0.04174988763406873","0.04195798202417791","0.04252641559578478","0.043549548974260686","0.044774840539321306","0.04642265336588025","0.04859820669516921","0.05084639145061374","0.05340453297831118","0.05601378795690835","0","0.0001611182732238975","0.00029083764884454223","0.0006577852006071883","0.0006146070499804354","0.0009149184085327976","0.0009682443782610736","0.000941933204032044","0.0009514857145027088","0.001355632847984387","0.0781391579657793","0.07834786288440228","0.07865580152720213","0.07922033611685038","0.08060322888195515","0.08204816300421953","0.08369233384728432","0.08548256084322929","0.0872128039598465","0.09012429304420948","0","0.00015381932060909713","0.0003333749688294977","0.000469353686756421","0.0006271351317369156","0.000499212769949354","0.0013007224582231925","0.0010174332756556568","0.000927819034561266","0.0010543159982113108","0.002587383845821023","0.011663399264216424","0.005234537087380885","0.00006635428871959448","0.009489768184721456","250","0.004213496241718531"
